Dim_isEndgame,Dim_Realms,Dim_GrandCompany,Dim_Species,V_PlayerCount
False,Behemoth,Maelstrom,Elezen,83123
False,Behemoth,Maelstrom,Hrothgar,12665
False,Behemoth,Maelstrom,Hyur,314755
False,Behemoth,Maelstrom,Lalafell,156976
False,Behemoth,Maelstrom,Miqo'te,261487
False,Behemoth,Maelstrom,Roegadyn,54978
False,Behemoth,Maelstrom,Viera,48843
False,Behemoth,Order of the Twin Adder,Au Ra,162692
False,Behemoth,Order of the Twin Adder,Elezen,98073
False,Behemoth,Order of the Twin Adder,Hrothgar,14943
False,Behemoth,Order of the Twin Adder,Hyur,371362
False,Behemoth,Order of the Twin Adder,Lalafell,185207
False,Behemoth,Order of the Twin Adder,Miqo'te,308514
False,Behemoth,Order of the Twin Adder,Roegadyn,64865
False,Behemoth,Order of the Twin Adder,Viera,57627
False,Behemoth,none,Au Ra,998936
False,Behemoth,none,Elezen,602171
False,Behemoth,none,Hrothgar,91752
False,Behemoth,none,Hyur,2280180
False,Behemoth,none,Lalafell,1137182
False,Behemoth,none,Miqo'te,1894293
False,Behemoth,none,Roegadyn,398276
False,Behemoth,none,Viera,353832
False,Brynhildr,Immortal Flames,Au Ra,168976
False,Brynhildr,Immortal Flames,Elezen,101861
False,Brynhildr,Immortal Flames,Hrothgar,15520
False,Brynhildr,Immortal Flames,Hyur,385707
False,Brynhildr,Immortal Flames,Lalafell,192362
False,Brynhildr,Immortal Flames,Miqo'te,320432
False,Brynhildr,Immortal Flames,Roegadyn,67371
False,Brynhildr,Immortal Flames,Viera,59853
False,Brynhildr,Maelstrom,Au Ra,173474
False,Brynhildr,Maelstrom,Elezen,104572
False,Brynhildr,Maelstrom,Hrothgar,15934
False,Brynhildr,Maelstrom,Hyur,395973
False,Brynhildr,Maelstrom,Lalafell,197481
False,Brynhildr,Maelstrom,Miqo'te,328960
False,Brynhildr,Maelstrom,Roegadyn,69164
False,Brynhildr,Maelstrom,Viera,61446
False,Brynhildr,Order of the Twin Adder,Au Ra,204672
False,Brynhildr,Order of the Twin Adder,Elezen,123379
False,Brynhildr,Order of the Twin Adder,Hrothgar,18799
False,Brynhildr,Order of the Twin Adder,Hyur,467186
False,Brynhildr,Order of the Twin Adder,Lalafell,232997
False,Brynhildr,Order of the Twin Adder,Miqo'te,388122
False,Brynhildr,Order of the Twin Adder,Roegadyn,81603
False,Brynhildr,Order of the Twin Adder,Viera,72497
False,Brynhildr,none,Au Ra,1256697
False,Brynhildr,none,Elezen,757553
False,Brynhildr,none,Hrothgar,115427
False,Brynhildr,none,Hyur,2868546
False,Brynhildr,none,Lalafell,1430615
False,Brynhildr,none,Miqo'te,2383087
False,Brynhildr,none,Roegadyn,501044
False,Brynhildr,none,Viera,445133
False,Cactuar,Immortal Flames,Au Ra,113273
False,Cactuar,Immortal Flames,Elezen,68282
False,Cactuar,Immortal Flames,Hrothgar,10404
False,Cactuar,Immortal Flames,Hyur,258558
False,Cactuar,Immortal Flames,Lalafell,128949
False,Cactuar,Immortal Flames,Miqo'te,214801
False,Cactuar,Immortal Flames,Roegadyn,45162
False,Cactuar,Immortal Flames,Viera,40122
False,Cactuar,Maelstrom,Au Ra,116288
False,Cactuar,Maelstrom,Elezen,70100
False,Cactuar,Maelstrom,Hrothgar,10681
False,Cactuar,Maelstrom,Hyur,265440
False,Cactuar,Maelstrom,Lalafell,132381
False,Cactuar,Maelstrom,Miqo'te,220518
False,Cactuar,Maelstrom,Roegadyn,46364
False,Cactuar,Maelstrom,Viera,41190
False,Cactuar,Order of the Twin Adder,Au Ra,137202
False,Cactuar,Order of the Twin Adder,Elezen,82707
False,Cactuar,Order of the Twin Adder,Hrothgar,12602
False,Cactuar,Order of the Twin Adder,Hyur,313177
False,Cactuar,Order of the Twin Adder,Lalafell,156189
False,Cactuar,Order of the Twin Adder,Miqo'te,260177
False,Cactuar,Order of the Twin Adder,Roegadyn,54702
False,Cactuar,Order of the Twin Adder,Viera,48598
False,Cactuar,none,Au Ra,842425
False,Cactuar,none,Elezen,507824
False,Cactuar,none,Hrothgar,77377
False,Cactuar,none,Hyur,1922926
False,Cactuar,none,Lalafell,959011
False,Cactuar,none,Miqo'te,1597499
False,Cactuar,none,Roegadyn,335875
False,Cactuar,none,Viera,298394
False,Coeurl,Immortal Flames,Au Ra,150981
False,Coeurl,Immortal Flames,Elezen,91013
False,Coeurl,Immortal Flames,Hrothgar,13868
False,Coeurl,Immortal Flames,Hyur,344631
False,Coeurl,Immortal Flames,Lalafell,171876
False,Coeurl,Immortal Flames,Miqo'te,286308
False,Coeurl,Immortal Flames,Roegadyn,60196
False,Coeurl,Immortal Flames,Viera,53479
False,Coeurl,Maelstrom,Au Ra,155000
False,Coeurl,Maelstrom,Elezen,93436
False,Coeurl,Maelstrom,Hrothgar,14237
False,Coeurl,Maelstrom,Hyur,353804
False,Coeurl,Maelstrom,Lalafell,176451
False,Coeurl,Maelstrom,Miqo'te,293928
False,Coeurl,Maelstrom,Roegadyn,61798
False,Coeurl,Maelstrom,Viera,54902
False,Coeurl,Order of the Twin Adder,Au Ra,182875
False,Coeurl,Order of the Twin Adder,Elezen,110240
False,Coeurl,Order of the Twin Adder,Hrothgar,16797
False,Coeurl,Order of the Twin Adder,Hyur,417433
False,Coeurl,Order of the Twin Adder,Lalafell,208184
False,Coeurl,Order of the Twin Adder,Miqo'te,346789
False,Coeurl,Order of the Twin Adder,Roegadyn,72912
False,Coeurl,Order of the Twin Adder,Viera,64776
False,Coeurl,none,Au Ra,1122865
False,Coeurl,none,Elezen,676877
False,Coeurl,none,Hrothgar,103135
False,Coeurl,none,Hyur,2563061
False,Coeurl,none,Lalafell,1278262
False,Coeurl,none,Miqo'te,2129301
False,Coeurl,none,Roegadyn,447686
False,Coeurl,none,Viera,397729
False,Diabolos,Immortal Flames,Au Ra,166648
False,Diabolos,Immortal Flames,Elezen,100458
False,Diabolos,Immortal Flames,Hrothgar,15307
False,Diabolos,Immortal Flames,Hyur,380393
False,Diabolos,Immortal Flames,Lalafell,189711
False,Diabolos,Immortal Flames,Miqo'te,316017
False,Diabolos,Immortal Flames,Roegadyn,66443
False,Diabolos,Immortal Flames,Viera,59028
False,Diabolos,Maelstrom,Au Ra,171084
False,Diabolos,Maelstrom,Elezen,103131
False,Diabolos,Maelstrom,Hrothgar,15714
False,Diabolos,Maelstrom,Hyur,390517
False,Diabolos,Maelstrom,Lalafell,194761
False,Diabolos,Maelstrom,Miqo'te,324428
False,Diabolos,Maelstrom,Roegadyn,68211
False,Diabolos,Maelstrom,Viera,60599
False,Diabolos,Order of the Twin Adder,Au Ra,201852
False,Diabolos,Order of the Twin Adder,Elezen,121679
False,Diabolos,Order of the Twin Adder,Hrothgar,18540
False,Diabolos,Order of the Twin Adder,Hyur,460749
False,Diabolos,Order of the Twin Adder,Lalafell,229787
False,Diabolos,Order of the Twin Adder,Miqo'te,382774
False,Diabolos,Order of the Twin Adder,Roegadyn,80478
False,Diabolos,Order of the Twin Adder,Viera,71498
False,Diabolos,none,Au Ra,1239382
False,Diabolos,none,Elezen,747115
False,Diabolos,none,Hrothgar,113837
False,Diabolos,none,Hyur,2829024
False,Diabolos,none,Lalafell,1410904
False,Diabolos,none,Miqo'te,2350253
False,Diabolos,none,Roegadyn,494141
False,Diabolos,none,Viera,439000
False,Excalibur,Immortal Flames,Au Ra,117570
False,Excalibur,Immortal Flames,Elezen,70873
False,Excalibur,Immortal Flames,Hrothgar,10799
False,Excalibur,Immortal Flames,Hyur,268366
False,Excalibur,Immortal Flames,Lalafell,133841
False,Excalibur,Immortal Flames,Miqo'te,222949
False,Excalibur,Immortal Flames,Roegadyn,46875
False,Excalibur,Immortal Flames,Viera,41644
False,Excalibur,Maelstrom,Au Ra,120699
False,Excalibur,Maelstrom,Elezen,72759
False,Excalibur,Maelstrom,Hrothgar,11086
False,Excalibur,Maelstrom,Hyur,275509
False,Excalibur,Maelstrom,Lalafell,137403
False,Excalibur,Maelstrom,Miqo'te,228883
False,Excalibur,Maelstrom,Roegadyn,48123
False,Excalibur,Maelstrom,Viera,42753
False,Excalibur,Order of the Twin Adder,Au Ra,142406
False,Excalibur,Order of the Twin Adder,Elezen,85844
False,Excalibur,Order of the Twin Adder,Hrothgar,13080
False,Excalibur,Order of the Twin Adder,Hyur,325057
False,Excalibur,Order of the Twin Adder,Lalafell,162114
False,Excalibur,Order of the Twin Adder,Miqo'te,270046
False,Excalibur,Order of the Twin Adder,Roegadyn,56777
False,Excalibur,Order of the Twin Adder,Viera,50441
False,Excalibur,none,Au Ra,874380
False,Excalibur,none,Elezen,527087
False,Excalibur,none,Hrothgar,80312
False,Excalibur,none,Hyur,1995867
False,Excalibur,none,Lalafell,995388
False,Excalibur,none,Miqo'te,1658096
False,Excalibur,none,Roegadyn,348615
False,Excalibur,none,Viera,309713
False,Exodus,Immortal Flames,Au Ra,164977
False,Exodus,Immortal Flames,Elezen,99450
False,Exodus,Immortal Flames,Hrothgar,15153
False,Exodus,Immortal Flames,Hyur,376577
False,Exodus,Immortal Flames,Lalafell,187808
False,Exodus,Immortal Flames,Miqo'te,312847
False,Exodus,Immortal Flames,Roegadyn,65776
False,Exodus,Immortal Flames,Viera,58436
False,Exodus,Maelstrom,Au Ra,169368
False,Exodus,Maelstrom,Elezen,102097
False,Exodus,Maelstrom,Hrothgar,15556
False,Exodus,Maelstrom,Hyur,386600
False,Exodus,Maelstrom,Lalafell,192807
False,Exodus,Maelstrom,Miqo'te,321173
False,Exodus,Maelstrom,Roegadyn,67527
False,Exodus,Maelstrom,Viera,59992
False,Exodus,Order of the Twin Adder,Au Ra,199827
False,Exodus,Order of the Twin Adder,Elezen,120458
False,Exodus,Order of the Twin Adder,Hrothgar,18354
False,Exodus,Order of the Twin Adder,Hyur,456127
False,Exodus,Order of the Twin Adder,Lalafell,227482
False,Exodus,Order of the Twin Adder,Miqo'te,378934
False,Exodus,Order of the Twin Adder,Roegadyn,79671
False,Exodus,Order of the Twin Adder,Viera,70781
False,Exodus,none,Au Ra,1226949
False,Exodus,none,Elezen,739621
False,Exodus,none,Hrothgar,112695
False,Exodus,none,Hyur,2800645
False,Exodus,none,Lalafell,1396750
False,Exodus,none,Miqo'te,2326677
False,Exodus,none,Roegadyn,489184
False,Exodus,none,Viera,434596
False,Faerie,Immortal Flames,Au Ra,121467
False,Faerie,Immortal Flames,Elezen,73222
False,Faerie,Immortal Flames,Hrothgar,11157
False,Faerie,Immortal Flames,Hyur,277261
False,Faerie,Immortal Flames,Lalafell,138277
False,Faerie,Immortal Flames,Miqo'te,230339
False,Faerie,Immortal Flames,Roegadyn,48429
False,Faerie,Immortal Flames,Viera,43025
False,Faerie,Maelstrom,Au Ra,124700
False,Faerie,Maelstrom,Elezen,75171
False,Faerie,Maelstrom,Hrothgar,11454
False,Faerie,Maelstrom,Hyur,284641
False,Faerie,Maelstrom,Lalafell,141957
False,Faerie,Maelstrom,Miqo'te,236470
False,Faerie,Maelstrom,Roegadyn,49718
False,Faerie,Maelstrom,Viera,44170
False,Faerie,Order of the Twin Adder,Au Ra,147126
False,Faerie,Order of the Twin Adder,Elezen,88690
False,Faerie,Order of the Twin Adder,Hrothgar,13514
False,Faerie,Order of the Twin Adder,Hyur,335832
False,Faerie,Order of the Twin Adder,Lalafell,167488
False,Faerie,Order of the Twin Adder,Miqo'te,278997
False,Faerie,Order of the Twin Adder,Roegadyn,58659
False,Faerie,Order of the Twin Adder,Viera,52113
False,Faerie,none,Au Ra,903363
False,Faerie,none,Elezen,544559
False,Faerie,none,Hrothgar,82974
False,Faerie,none,Hyur,2062024
False,Faerie,none,Lalafell,1028382
False,Faerie,none,Miqo'te,1713057
False,Faerie,none,Roegadyn,360171
False,Faerie,none,Viera,319979
False,Famfrit,Immortal Flames,Au Ra,171258
False,Famfrit,Immortal Flames,Elezen,103236
False,Famfrit,Immortal Flames,Hrothgar,15730
False,Famfrit,Immortal Flames,Hyur,390915
False,Famfrit,Immortal Flames,Lalafell,194959
False,Famfrit,Immortal Flames,Miqo'te,324758
False,Famfrit,Immortal Flames,Roegadyn,68280
False,Famfrit,Immortal Flames,Viera,60661
False,Famfrit,Maelstrom,Au Ra,175816
False,Famfrit,Maelstrom,Elezen,105984
False,Famfrit,Maelstrom,Hrothgar,16149
False,Famfrit,Maelstrom,Hyur,401319
False,Famfrit,Maelstrom,Lalafell,200148
False,Famfrit,Maelstrom,Miqo'te,333402
False,Famfrit,Maelstrom,Roegadyn,70098
False,Famfrit,Maelstrom,Viera,62276
False,Famfrit,Order of the Twin Adder,Au Ra,207435
False,Famfrit,Order of the Twin Adder,Elezen,125045
False,Famfrit,Order of the Twin Adder,Hrothgar,19053
False,Famfrit,Order of the Twin Adder,Hyur,473493
False,Famfrit,Order of the Twin Adder,Lalafell,236143
False,Famfrit,Order of the Twin Adder,Miqo'te,393362
False,Famfrit,Order of the Twin Adder,Roegadyn,82704
False,Famfrit,Order of the Twin Adder,Viera,73475
False,Famfrit,none,Au Ra,1273663
False,Famfrit,none,Elezen,767780
False,Famfrit,none,Hrothgar,116986
False,Famfrit,none,Hyur,2907275
False,Famfrit,none,Lalafell,1449929
False,Famfrit,none,Miqo'te,2415261
False,Famfrit,none,Roegadyn,507809
False,Famfrit,none,Viera,451143
False,Gilgamesh,Immortal Flames,Au Ra,100559
False,Gilgamesh,Immortal Flames,Elezen,60618
False,Gilgamesh,Immortal Flames,Hrothgar,9236
False,Gilgamesh,Immortal Flames,Hyur,229536
False,Gilgamesh,Immortal Flames,Lalafell,114475
False,Gilgamesh,Immortal Flames,Miqo'te,190690
False,Gilgamesh,Immortal Flames,Roegadyn,40093
False,Gilgamesh,Immortal Flames,Viera,35619
False,Gilgamesh,Maelstrom,Au Ra,103235
False,Gilgamesh,Maelstrom,Elezen,62231
False,Gilgamesh,Maelstrom,Hrothgar,9482
False,Gilgamesh,Maelstrom,Hyur,235645
False,Gilgamesh,Maelstrom,Lalafell,117522
False,Gilgamesh,Maelstrom,Miqo'te,195766
False,Gilgamesh,Maelstrom,Roegadyn,41160
False,Gilgamesh,Maelstrom,Viera,36567
False,Gilgamesh,Order of the Twin Adder,Au Ra,121801
False,Gilgamesh,Order of the Twin Adder,Elezen,73423
False,Gilgamesh,Order of the Twin Adder,Hrothgar,11187
False,Gilgamesh,Order of the Twin Adder,Hyur,278024
False,Gilgamesh,Order of the Twin Adder,Lalafell,138658
False,Gilgamesh,Order of the Twin Adder,Miqo'te,230973
False,Gilgamesh,Order of the Twin Adder,Roegadyn,48562
False,Gilgamesh,Order of the Twin Adder,Viera,43143
False,Gilgamesh,none,Au Ra,747866
False,Gilgamesh,none,Elezen,450823
False,Gilgamesh,none,Hrothgar,68691
False,Gilgamesh,none,Hyur,1707085
False,Gilgamesh,none,Lalafell,851365
False,Gilgamesh,none,Miqo'te,1418186
False,Gilgamesh,none,Roegadyn,298174
False,Gilgamesh,none,Viera,264901
False,Goblin,Immortal Flames,Au Ra,163118
False,Goblin,Immortal Flames,Elezen,98329
False,Goblin,Immortal Flames,Hrothgar,14982
False,Goblin,Immortal Flames,Hyur,372334
False,Goblin,Immortal Flames,Lalafell,185692
False,Goblin,Immortal Flames,Miqo'te,309322
False,Goblin,Immortal Flames,Roegadyn,65035
False,Goblin,Immortal Flames,Viera,57778
False,Goblin,Maelstrom,Au Ra,167459
False,Goblin,Maelstrom,Elezen,100947
False,Goblin,Maelstrom,Hrothgar,15381
False,Goblin,Maelstrom,Hyur,382244
False,Goblin,Maelstrom,Lalafell,190634
False,Goblin,Maelstrom,Miqo'te,317555
False,Goblin,Maelstrom,Roegadyn,66766
False,Goblin,Maelstrom,Viera,59316
False,Goblin,Order of the Twin Adder,Au Ra,197576
False,Goblin,Order of the Twin Adder,Elezen,119101
False,Goblin,Order of the Twin Adder,Hrothgar,18147
False,Goblin,Order of the Twin Adder,Hyur,450988
False,Goblin,Order of the Twin Adder,Lalafell,224919
False,Goblin,Order of the Twin Adder,Miqo'te,374665
False,Goblin,Order of the Twin Adder,Roegadyn,78773
False,Goblin,Order of the Twin Adder,Viera,69983
False,Goblin,none,Au Ra,1213125
False,Goblin,none,Elezen,731287
False,Goblin,none,Hrothgar,111425
False,Goblin,none,Hyur,2769089
False,Goblin,none,Lalafell,1381013
False,Goblin,none,Miqo'te,2300461
False,Goblin,none,Roegadyn,483672
False,Goblin,none,Viera,429700
False,Halicarnassus,Immortal Flames,Au Ra,19443
False,Halicarnassus,Immortal Flames,Elezen,11720
False,Halicarnassus,Immortal Flames,Hrothgar,1786
False,Halicarnassus,Immortal Flames,Hyur,44380
False,Halicarnassus,Immortal Flames,Lalafell,22134
False,Halicarnassus,Immortal Flames,Miqo'te,36870
False,Halicarnassus,Immortal Flames,Roegadyn,7752
False,Halicarnassus,Immortal Flames,Viera,6887
False,Halicarnassus,Maelstrom,Au Ra,19960
False,Halicarnassus,Maelstrom,Elezen,12032
False,Halicarnassus,Maelstrom,Hrothgar,1833
False,Halicarnassus,Maelstrom,Hyur,45562
False,Halicarnassus,Maelstrom,Lalafell,22723
False,Halicarnassus,Maelstrom,Miqo'te,37851
False,Halicarnassus,Maelstrom,Roegadyn,7958
False,Halicarnassus,Maelstrom,Viera,7070
False,Halicarnassus,Order of the Twin Adder,Au Ra,23550
False,Halicarnassus,Order of the Twin Adder,Elezen,14196
False,Halicarnassus,Order of the Twin Adder,Hrothgar,2163
False,Halicarnassus,Order of the Twin Adder,Hyur,53756
False,Halicarnassus,Order of the Twin Adder,Lalafell,26809
False,Halicarnassus,Order of the Twin Adder,Miqo'te,44658
False,Halicarnassus,Order of the Twin Adder,Roegadyn,9389
False,Halicarnassus,Order of the Twin Adder,Viera,8342
False,Halicarnassus,none,Au Ra,144599
False,Halicarnassus,none,Elezen,87166
False,Halicarnassus,none,Hrothgar,13281
False,Halicarnassus,none,Hyur,330062
False,Halicarnassus,none,Lalafell,164610
False,Halicarnassus,none,Miqo'te,274204
False,Halicarnassus,none,Roegadyn,57651
False,Halicarnassus,none,Viera,51218
False,Hyperion,Immortal Flames,Au Ra,122309
False,Hyperion,Immortal Flames,Elezen,73729
False,Hyperion,Immortal Flames,Hrothgar,11234
False,Hyperion,Immortal Flames,Hyur,279184
False,Hyperion,Immortal Flames,Lalafell,139236
False,Hyperion,Immortal Flames,Miqo'te,231936
False,Hyperion,Immortal Flames,Roegadyn,48765
False,Hyperion,Immortal Flames,Viera,43323
False,Hyperion,Maelstrom,Au Ra,125564
False,Hyperion,Maelstrom,Elezen,75692
False,Hyperion,Maelstrom,Hrothgar,11533
False,Hyperion,Maelstrom,Hyur,286614
False,Hyperion,Maelstrom,Lalafell,142942
False,Hyperion,Maelstrom,Miqo'te,238109
False,Hyperion,Maelstrom,Roegadyn,50062
False,Hyperion,Maelstrom,Viera,44476
False,Hyperion,Order of the Twin Adder,Au Ra,148146
False,Hyperion,Order of the Twin Adder,Elezen,89304
False,Hyperion,Order of the Twin Adder,Hrothgar,13607
False,Hyperion,Order of the Twin Adder,Hyur,338160
False,Hyperion,Order of the Twin Adder,Lalafell,168649
False,Hyperion,Order of the Twin Adder,Miqo'te,280931
False,Hyperion,Order of the Twin Adder,Roegadyn,59066
False,Hyperion,Order of the Twin Adder,Viera,52475
False,Hyperion,none,Au Ra,909626
False,Hyperion,none,Elezen,548334
False,Hyperion,none,Hrothgar,83549
False,Hyperion,none,Hyur,2076319
False,Hyperion,none,Lalafell,1035512
False,Hyperion,none,Miqo'te,1724933
False,Hyperion,none,Roegadyn,362667
False,Hyperion,none,Viera,322198
False,Jenova,Immortal Flames,Au Ra,122750
False,Jenova,Immortal Flames,Elezen,73995
False,Jenova,Immortal Flames,Hrothgar,11275
False,Jenova,Immortal Flames,Hyur,280190
False,Jenova,Immortal Flames,Lalafell,139737
False,Jenova,Immortal Flames,Miqo'te,232772
False,Jenova,Immortal Flames,Roegadyn,48940
False,Jenova,Immortal Flames,Viera,43479
False,Jenova,Maelstrom,Au Ra,126017
False,Jenova,Maelstrom,Elezen,75965
False,Jenova,Maelstrom,Hrothgar,11575
False,Jenova,Maelstrom,Hyur,287647
False,Jenova,Maelstrom,Lalafell,143457
False,Jenova,Maelstrom,Miqo'te,238967
False,Jenova,Maelstrom,Roegadyn,50243
False,Jenova,Maelstrom,Viera,44636
False,Jenova,Order of the Twin Adder,Au Ra,148680
False,Jenova,Order of the Twin Adder,Elezen,89626
False,Jenova,Order of the Twin Adder,Hrothgar,13656
False,Jenova,Order of the Twin Adder,Hyur,339378
False,Jenova,Order of the Twin Adder,Lalafell,169256
False,Jenova,Order of the Twin Adder,Miqo'te,281943
False,Jenova,Order of the Twin Adder,Roegadyn,59279
False,Jenova,Order of the Twin Adder,Viera,52664
False,Jenova,none,Au Ra,912903
False,Jenova,none,Elezen,550310
False,Jenova,none,Hrothgar,83850
False,Jenova,none,Hyur,2083801
False,Jenova,none,Lalafell,1039243
False,Jenova,none,Miqo'te,1731148
False,Jenova,none,Roegadyn,363974
False,Jenova,none,Viera,323358
False,Lamia,Immortal Flames,Au Ra,160222
False,Lamia,Immortal Flames,Elezen,96584
False,Lamia,Immortal Flames,Hrothgar,14716
False,Lamia,Immortal Flames,Hyur,365723
False,Lamia,Immortal Flames,Lalafell,182395
False,Lamia,Immortal Flames,Miqo'te,303830
False,Lamia,Immortal Flames,Roegadyn,63880
False,Lamia,Immortal Flames,Viera,56752
False,Lamia,Maelstrom,Au Ra,164486
False,Lamia,Maelstrom,Elezen,99154
False,Lamia,Maelstrom,Hrothgar,15108
False,Lamia,Maelstrom,Hyur,375457
False,Lamia,Maelstrom,Lalafell,187250
False,Lamia,Maelstrom,Miqo'te,311916
False,Lamia,Maelstrom,Roegadyn,65580
False,Lamia,Maelstrom,Viera,58262
False,Lamia,Order of the Twin Adder,Au Ra,194068
False,Lamia,Order of the Twin Adder,Elezen,116986
False,Lamia,Order of the Twin Adder,Hrothgar,17825
False,Lamia,Order of the Twin Adder,Hyur,442980
False,Lamia,Order of the Twin Adder,Lalafell,220925
False,Lamia,Order of the Twin Adder,Miqo'te,368012
False,Lamia,Order of the Twin Adder,Roegadyn,77375
False,Lamia,Order of the Twin Adder,Viera,68740
False,Lamia,none,Au Ra,1191585
False,Lamia,none,Elezen,718303
False,Lamia,none,Hrothgar,109447
False,Lamia,none,Hyur,2719922
False,Lamia,none,Lalafell,1356492
False,Lamia,none,Miqo'te,2259615
False,Lamia,none,Roegadyn,475085
False,Lamia,none,Viera,422070
False,Leviathan,Immortal Flames,Au Ra,119736
False,Leviathan,Immortal Flames,Elezen,72178
False,Leviathan,Immortal Flames,Hrothgar,10998
False,Leviathan,Immortal Flames,Hyur,273309
False,Leviathan,Immortal Flames,Lalafell,136306
False,Leviathan,Immortal Flames,Miqo'te,227056
False,Leviathan,Immortal Flames,Roegadyn,47739
False,Leviathan,Immortal Flames,Viera,42411
False,Leviathan,Maelstrom,Au Ra,122922
False,Leviathan,Maelstrom,Elezen,74099
False,Leviathan,Maelstrom,Hrothgar,11290
False,Leviathan,Maelstrom,Hyur,280584
False,Leviathan,Maelstrom,Lalafell,139934
False,Leviathan,Maelstrom,Miqo'te,233099
False,Leviathan,Maelstrom,Roegadyn,49009
False,Leviathan,Maelstrom,Viera,43540
False,Leviathan,Order of the Twin Adder,Au Ra,145029
False,Leviathan,Order of the Twin Adder,Elezen,87425
False,Leviathan,Order of the Twin Adder,Hrothgar,13321
False,Leviathan,Order of the Twin Adder,Hyur,331045
False,Leviathan,Order of the Twin Adder,Lalafell,165100
False,Leviathan,Order of the Twin Adder,Miqo'te,275020
False,Leviathan,Order of the Twin Adder,Roegadyn,57823
False,Leviathan,Order of the Twin Adder,Viera,51371
False,Leviathan,none,Au Ra,890486
False,Leviathan,none,Elezen,536796
False,Leviathan,none,Hrothgar,81791
False,Leviathan,none,Hyur,2032632
False,Leviathan,none,Lalafell,1013723
False,Leviathan,none,Miqo'te,1688639
False,Leviathan,none,Roegadyn,355037
False,Leviathan,none,Viera,315418
False,Maduin,Immortal Flames,Au Ra,12714
False,Maduin,Immortal Flames,Elezen,7664
False,Maduin,Immortal Flames,Hrothgar,1168
False,Maduin,Immortal Flames,Hyur,29022
False,Maduin,Immortal Flames,Lalafell,14474
False,Maduin,Immortal Flames,Miqo'te,24110
False,Maduin,Immortal Flames,Roegadyn,5069
False,Maduin,Immortal Flames,Viera,4503
False,Maduin,Maelstrom,Au Ra,13053
False,Maduin,Maelstrom,Elezen,7868
False,Maduin,Maelstrom,Hrothgar,1199
False,Maduin,Maelstrom,Hyur,29794
False,Maduin,Maelstrom,Lalafell,14859
False,Maduin,Maelstrom,Miqo'te,24752
False,Maduin,Maelstrom,Roegadyn,5204
False,Maduin,Maelstrom,Viera,4623
False,Maduin,Order of the Twin Adder,Au Ra,15400
False,Maduin,Order of the Twin Adder,Elezen,9283
False,Maduin,Order of the Twin Adder,Hrothgar,1414
False,Maduin,Order of the Twin Adder,Hyur,35152
False,Maduin,Order of the Twin Adder,Lalafell,17531
False,Maduin,Order of the Twin Adder,Miqo'te,29203
False,Maduin,Order of the Twin Adder,Roegadyn,6140
False,Maduin,Order of the Twin Adder,Viera,5455
False,Maduin,none,Au Ra,94557
False,Maduin,none,Elezen,57000
False,Maduin,none,Hrothgar,8685
False,Maduin,none,Hyur,215837
False,Maduin,none,Lalafell,107643
False,Maduin,none,Miqo'te,179310
False,Maduin,none,Roegadyn,37700
False,Maduin,none,Viera,33493
False,Malboro,Immortal Flames,Au Ra,176621
False,Malboro,Immortal Flames,Elezen,106469
False,Malboro,Immortal Flames,Hrothgar,16223
False,Malboro,Immortal Flames,Hyur,403156
False,Malboro,Immortal Flames,Lalafell,201064
False,Malboro,Immortal Flames,Miqo'te,334927
False,Malboro,Immortal Flames,Roegadyn,70419
False,Malboro,Immortal Flames,Viera,62561
False,Malboro,Maelstrom,Au Ra,181321
False,Malboro,Maelstrom,Elezen,109303
False,Malboro,Maelstrom,Hrothgar,16654
False,Malboro,Maelstrom,Hyur,413886
False,Malboro,Maelstrom,Lalafell,206415
False,Malboro,Maelstrom,Miqo'te,343842
False,Malboro,Maelstrom,Roegadyn,72293
False,Malboro,Maelstrom,Viera,64226
False,Malboro,Order of the Twin Adder,Au Ra,213931
False,Malboro,Order of the Twin Adder,Elezen,128960
False,Malboro,Order of the Twin Adder,Hrothgar,19650
False,Malboro,Order of the Twin Adder,Hyur,488320
False,Malboro,Order of the Twin Adder,Lalafell,243537
False,Malboro,Order of the Twin Adder,Miqo'te,405679
False,Malboro,Order of the Twin Adder,Roegadyn,85294
False,Malboro,Order of the Twin Adder,Viera,75776
False,Malboro,none,Au Ra,1313547
False,Malboro,none,Elezen,791823
False,Malboro,none,Hrothgar,120649
False,Malboro,none,Hyur,2998313
False,Malboro,none,Lalafell,1495332
False,Malboro,none,Miqo'te,2490892
False,Malboro,none,Roegadyn,523711
False,Malboro,none,Viera,465270
False,Marilith,Immortal Flames,Au Ra,13885
False,Marilith,Immortal Flames,Elezen,8370
False,Marilith,Immortal Flames,Hrothgar,1275
False,Marilith,Immortal Flames,Hyur,31693
False,Marilith,Immortal Flames,Lalafell,15806
False,Marilith,Immortal Flames,Miqo'te,26329
False,Marilith,Immortal Flames,Roegadyn,5536
False,Marilith,Immortal Flames,Viera,4918
False,Marilith,Maelstrom,Au Ra,14254
False,Marilith,Maelstrom,Elezen,8593
False,Marilith,Maelstrom,Hrothgar,1309
False,Marilith,Maelstrom,Hyur,32536
False,Marilith,Maelstrom,Lalafell,16227
False,Marilith,Maelstrom,Miqo'te,27030
False,Marilith,Maelstrom,Roegadyn,5683
False,Marilith,Maelstrom,Viera,5049
False,Marilith,Order of the Twin Adder,Au Ra,16818
False,Marilith,Order of the Twin Adder,Elezen,10138
